rxn_id,old_directionality,new_directionality
rxn05692,uncertain,reversible
rxn05694,uncertain,reversible
rxn05697,uncertain,reversible
rxn05698,uncertain,reversible
rxn05706,reversible,uncertain
rxn05708,uncertain,reversible
rxn05713,reversible,uncertain
rxn05714,uncertain,reversible
rxn05717,forward,reversible
rxn05718,reversible,forward
rxn05719,forward,reversible
rxn05721,forward,reversible
rxn05722,forward,uncertain
rxn05723,uncertain,reversible
rxn05724,uncertain,forward
rxn05725,forward,reversible
rxn05728,forward,reversible
rxn05730,uncertain,forward
rxn05731,reversible,forward
rxn05739,reversible,forward
rxn05740,reversible,forward
rxn05747,reversible,forward
rxn05749,forward,reversible
rxn05760,reversible,forward
rxn05831,forward,reverse
rxn05890,forward,reversible
rxn05894,forward,uncertain
rxn05923,reverse,forward
rxn05938,reverse,reversible
rxn05939,forward,reversible
rxn05946,reversible,forward
rxn05988,forward,reversible
rxn05994,reversible,reverse
rxn05995,reversible,reverse
rxn06060,reversible,forward
rxn06076,reverse,forward
rxn06096,reversible,forward
rxn06106,reversible,forward
rxn06107,reverse,uncertain
rxn06109,reversible,forward
rxn06197,forward,reversible
rxn06198,reversible,forward
rxn06201,reversible,forward
rxn06202,reversible,forward
rxn06263,reversible,forward
rxn06278,reversible,reverse
rxn06299,forward,reversible
rxn06306,forward,reversible
rxn06314,reversible,forward
rxn06329,reversible,reverse
rxn06348,reversible,forward
rxn06353,reversible,forward
rxn06377,forward,reversible
rxn06382,reversible,forward
rxn06409,uncertain,reverse
rxn06424,reverse,forward
rxn06452,reversible,forward
rxn06458,uncertain,reversible
rxn06468,reversible,forward
rxn06476,reversible,forward
rxn06493,forward,reversible
rxn06510,reversible,reverse
rxn06515,reversible,forward
rxn06526,uncertain,reverse
rxn06527,reverse,reversible
rxn06528,reversible,forward
rxn06540,reversible,forward
rxn06546,reversible,forward
rxn06551,reversible,forward
rxn06554,reversible,forward
rxn06555,reversible,forward
rxn06574,uncertain,forward
rxn06586,forward,reversible
rxn06616,reversible,forward
rxn06619,reverse,forward
rxn06630,reversible,forward
rxn06652,reversible,forward
rxn06653,reversible,forward
rxn06663,reversible,reverse
rxn06666,reversible,forward
rxn06672,forward,reversible
rxn06675,forward,reverse
rxn06686,reversible,forward
rxn06696,forward,reversible
rxn06711,reversible,forward
rxn06723,reverse,forward
rxn06729,forward,reversible
rxn06753,reversible,forward
rxn06822,reversible,forward
rxn06848,reverse,forward
rxn06849,uncertain,forward
rxn06858,reversible,forward
rxn06865,reverse,forward
rxn06883,reversible,forward
rxn06893,reversible,uncertain
rxn06897,reversible,forward
rxn06905,reversible,forward
rxn06913,uncertain,forward
rxn06934,reversible,forward
rxn07128,reversible,forward
rxn07129,reversible,forward
rxn07130,reversible,forward
rxn07136,reversible,forward
rxn07137,reversible,forward
rxn07138,reversible,forward
rxn07140,uncertain,forward
rxn07141,reversible,uncertain
rxn07189,forward,reversible
rxn07200,forward,reversible
rxn07252,reversible,forward
rxn07261,reversible,reverse
rxn07262,reversible,forward
rxn07263,reversible,uncertain
rxn07266,reversible,forward
rxn07267,reversible,forward
rxn07271,reversible,uncertain
rxn07272,reversible,forward
rxn07298,uncertain,forward
rxn07328,reversible,forward
rxn07337,uncertain,reverse
rxn07342,reverse,forward
rxn07343,reversible,forward
rxn07347,reversible,forward
rxn07349,reverse,forward
rxn07350,reversible,forward
rxn07353,reversible,forward
rxn07354,reverse,forward
rxn07359,uncertain,reversible
rxn07363,uncertain,forward
rxn07365,reverse,forward
rxn07366,reversible,forward
rxn07367,reversible,forward
rxn07370,reversible,uncertain
rxn07374,reversible,forward
rxn07405,reversible,forward
rxn07406,reversible,forward
rxn07428,reversible,forward
rxn07436,forward,reverse
rxn07438,reversible,reverse
rxn07439,reversible,reverse
rxn07441,reversible,reverse
rxn07453,reversible,forward
rxn07474,reversible,forward
rxn07481,reversible,forward
rxn07486,reversible,forward
rxn07487,reversible,forward
rxn07488,reversible,uncertain
rxn07494,reversible,forward
rxn07517,reversible,forward
rxn07519,reversible,forward
rxn07532,reversible,forward
rxn07534,reversible,forward
rxn07539,reverse,uncertain
rxn07543,reversible,forward
rxn07544,reversible,forward
rxn07550,uncertain,forward
rxn07562,reverse,forward
rxn07574,reversible,forward
rxn07578,reversible,forward
rxn07620,forward,uncertain
rxn07622,reversible,forward
rxn07639,reversible,uncertain
rxn07640,forward,uncertain
rxn07644,reverse,forward
rxn07662,uncertain,forward
rxn07665,reversible,forward
rxn07666,uncertain,forward
rxn07679,reversible,reverse
rxn07681,forward,reverse
rxn07685,reversible,forward
rxn07689,forward,reverse
rxn07701,reverse,forward
rxn07725,reversible,forward
rxn07737,reversible,reverse
rxn07741,reversible,forward
rxn07781,reversible,forward
rxn07785,reversible,reverse
rxn07788,reversible,reverse
rxn07789,forward,reverse
rxn07811,reversible,forward
rxn07826,reversible,forward
rxn07833,reversible,forward
rxn07838,uncertain,forward
rxn07845,reversible,forward
rxn07864,reversible,forward
rxn07865,reversible,forward
rxn07880,reversible,forward
rxn07884,reversible,forward
rxn07886,uncertain,forward
rxn07887,reversible,uncertain
rxn07894,reversible,forward
rxn07907,uncertain,forward
rxn07967,reversible,forward
rxn07969,reversible,forward
rxn07976,reversible,forward
rxn07977,reversible,forward
rxn07978,reversible,forward
rxn07979,reversible,forward
rxn07980,reversible,forward
rxn07981,reversible,forward
rxn07992,reversible,forward
rxn08044,reversible,forward
rxn08091,forward,uncertain
rxn08122,reversible,forward
rxn08152,reversible,uncertain
rxn08172,reversible,forward
rxn08187,reversible,uncertain
rxn08213,uncertain,reversible
rxn08226,reversible,forward
rxn08227,reversible,forward
rxn08228,reversible,forward
rxn08230,reversible,forward
rxn08231,reversible,forward
rxn08232,reversible,forward
rxn08258,uncertain,reversible
rxn08260,forward,reversible
rxn08263,reversible,uncertain
rxn08275,forward,uncertain
rxn08323,forward,reversible
rxn08340,forward,reversible
rxn08345,reversible,forward
rxn08346,reversible,forward
rxn08347,reversible,forward
rxn08350,forward,reversible
rxn08371,forward,reversible
rxn08480,uncertain,forward
rxn08502,reversible,forward
rxn08508,uncertain,forward
rxn08527,reversible,forward
rxn08530,reversible,forward
rxn08557,reversible,forward
rxn08578,reversible,forward
rxn08605,reversible,forward
rxn08628,reversible,uncertain
rxn08659,reversible,forward
rxn08666,reversible,forward
rxn08703,reversible,forward
rxn08736,reversible,forward
rxn08742,reversible,uncertain
rxn08764,reversible,forward
rxn08767,reversible,forward
rxn08793,reversible,forward
rxn08825,reversible,forward
rxn08828,reversible,forward
rxn08829,reversible,forward
rxn08830,reversible,uncertain
rxn08832,reversible,forward
rxn08900,forward,reversible
rxn08912,reversible,forward
rxn08968,reversible,forward
rxn09082,reversible,forward
rxn09083,reversible,forward
rxn09108,reversible,forward
rxn09144,uncertain,forward
rxn09165,forward,reversible
rxn09184,forward,uncertain
rxn09207,reversible,forward
rxn09240,forward,reversible
rxn09264,reversible,forward
rxn09265,reversible,forward
rxn09354,reversible,forward
rxn09395,reversible,forward
rxn09399,reversible,forward
rxn09412,reverse,forward
rxn09417,reversible,forward
rxn09480,reversible,forward
rxn09486,forward,reversible
rxn09521,reversible,forward
rxn09522,reversible,forward
rxn09566,forward,uncertain
rxn09649,forward,uncertain
rxn09655,uncertain,reversible
rxn09657,reversible,uncertain
rxn09658,forward,reversible
rxn09659,uncertain,reversible
rxn09670,uncertain,reversible
rxn09680,reversible,uncertain
rxn09681,forward,reversible
rxn09686,reversible,uncertain
rxn09690,forward,reversible
rxn09696,forward,reversible
rxn09702,forward,reversible
rxn09880,reversible,forward
rxn09886,reversible,forward
rxn09896,forward,reversible
rxn09941,reversible,forward
rxn09942,uncertain,forward
rxn09944,forward,reversible
rxn09948,reversible,forward
rxn09949,reversible,forward
rxn09953,forward,uncertain
rxn09954,reversible,forward
rxn09997,reverse,forward
rxn10008,reverse,uncertain
rxn10052,forward,reversible
rxn10054,reversible,forward
rxn10086,reversible,forward
rxn10087,reversible,forward
rxn10126,reversible,forward
rxn10139,forward,reverse
rxn10155,uncertain,reversible
rxn10162,forward,reversible
rxn10246,reversible,forward
rxn10251,reversible,forward
rxn10259,reversible,forward
rxn10260,reversible,forward
rxn10263,reversible,forward
rxn10271,reversible,forward
rxn10273,reversible,forward
rxn10275,reversible,forward
rxn10278,uncertain,forward
rxn10282,reversible,forward
rxn10284,reversible,forward
rxn10334,reversible,forward
rxn10335,reversible,forward
rxn10337,reversible,forward
rxn10338,reversible,forward
rxn10339,reversible,forward
rxn10340,reversible,forward
rxn10341,reversible,forward
rxn10342,reversible,forward
rxn10363,reversible,forward
rxn10381,reversible,forward
rxn10421,forward,reversible
rxn10422,forward,uncertain
rxn10423,uncertain,forward
rxn10424,reversible,uncertain
rxn10454,reversible,forward
rxn10455,reversible,forward
rxn10484,reversible,forward
rxn10493,reversible,forward
rxn10494,reversible,forward
rxn10496,reversible,forward
rxn10497,forward,reversible
rxn10504,reversible,forward
rxn10517,forward,reversible
rxn10550,reversible,forward
rxn10556,reversible,forward
rxn10560,uncertain,reversible
rxn10572,reversible,forward
rxn10573,forward,reversible
rxn10594,reversible,forward
rxn10595,reverse,reversible
rxn10604,forward,reversible
rxn10613,reversible,forward
rxn10621,reversible,forward
rxn10651,forward,reverse
rxn10661,forward,uncertain
rxn10671,reversible,forward
rxn10672,reversible,forward
rxn10678,reversible,forward
rxn10693,reversible,uncertain
rxn10741,reversible,forward
rxn10769,reversible,forward
rxn10771,uncertain,forward
rxn10787,reversible,forward
rxn10799,reversible,forward
rxn10801,forward,uncertain
rxn10804,forward,reversible
rxn10820,reversible,uncertain
rxn10837,uncertain,forward
rxn10844,forward,uncertain
rxn10848,forward,uncertain
rxn10850,reverse,reversible
rxn10855,reversible,forward
rxn10868,reversible,uncertain
rxn10892,forward,uncertain
rxn10900,reversible,forward
rxn10910,reversible,forward
rxn10968,forward,reversible
rxn10978,reversible,uncertain
rxn10981,reversible,forward
rxn10985,reversible,forward
rxn10990,forward,reversible
rxn10995,reversible,forward
rxn11004,forward,uncertain
rxn11078,reversible,uncertain
rxn11110,forward,reversible
rxn11137,reversible,uncertain
rxn11152,reversible,forward
rxn11167,forward,reversible
rxn11190,uncertain,reversible
rxn11229,forward,reversible
rxn11268,reverse,uncertain
rxn11291,reversible,uncertain
rxn11319,reversible,uncertain
rxn11320,reversible,uncertain
rxn11321,reversible,uncertain
rxn11325,reversible,uncertain
rxn11327,uncertain,reversible
rxn11329,reversible,uncertain
rxn11334,reversible,uncertain
rxn11336,reversible,uncertain
rxn11338,reversible,uncertain
rxn11365,reversible,forward
rxn11381,reversible,reverse
rxn11391,reversible,forward
rxn11395,forward,uncertain
rxn11398,reversible,forward
rxn11399,forward,reversible
rxn11400,uncertain,reversible
rxn11402,reversible,forward
rxn11406,forward,uncertain
rxn11407,forward,reversible
rxn11475,reverse,uncertain
rxn11511,reversible,forward
rxn11514,reversible,forward
rxn11526,reversible,forward
rxn11527,reversible,forward
rxn11538,reversible,forward
rxn11551,reversible,reverse
rxn11552,uncertain,reversible
rxn11554,uncertain,reversible
rxn11565,reversible,forward
rxn11574,forward,uncertain
rxn11580,forward,uncertain
rxn11585,reversible,forward
rxn11588,reversible,forward
rxn11596,reversible,forward
rxn11601,reversible,forward
rxn11611,reversible,forward
rxn11640,forward,reverse
rxn11645,uncertain,forward
rxn11646,reversible,forward
rxn11649,reversible,uncertain
rxn11657,forward,uncertain
rxn11666,uncertain,forward
rxn11670,forward,uncertain
rxn11671,reversible,uncertain
rxn11672,reversible,uncertain
rxn11676,forward,uncertain
rxn11677,forward,uncertain
rxn11678,forward,uncertain
rxn11729,uncertain,reversible
rxn11734,forward,uncertain
rxn11735,forward,uncertain
rxn11742,forward,reverse
rxn11761,uncertain,forward
rxn11767,reversible,forward
rxn11768,reversible,forward
rxn11780,reverse,forward
rxn11781,uncertain,reversible
rxn11808,reverse,reversible
rxn11877,reversible,forward
rxn11878,reversible,forward
rxn11879,reversible,forward
rxn11937,reverse,uncertain
rxn11938,forward,reversible
rxn11941,reversible,forward
rxn11962,uncertain,forward
rxn11965,reversible,forward
rxn11966,reversible,reverse
rxn11970,forward,uncertain
rxn11974,reversible,forward
rxn11976,reversible,forward
rxn12004,forward,reversible
rxn12005,reverse,forward
rxn12008,reverse,uncertain
rxn12019,reversible,forward
rxn12037,forward,reversible
rxn12046,reversible,reverse
rxn12048,reversible,forward
rxn12054,uncertain,reverse
rxn12081,reversible,forward
rxn12101,reversible,forward
rxn12110,reversible,forward
rxn12112,reversible,forward
rxn12136,uncertain,forward
rxn12157,reversible,forward
rxn12158,forward,reversible
rxn12174,reversible,forward
rxn12175,reversible,forward
rxn12212,reversible,forward
rxn12223,uncertain,forward
rxn12228,forward,reversible
rxn12240,forward,reversible
rxn12248,uncertain,reversible
rxn12251,reversible,forward
rxn12252,reversible,forward
rxn12253,reversible,forward
rxn12254,forward,reversible
rxn12257,uncertain,forward
rxn12260,reversible,forward
rxn12263,forward,reversible
rxn12269,reversible,forward
rxn12273,reversible,forward
rxn12274,reversible,forward
rxn12280,reversible,forward
rxn12284,reversible,forward
rxn12291,reversible,forward
rxn12293,reversible,forward
rxn12304,uncertain,forward
rxn12312,reversible,forward
rxn12317,reversible,forward
rxn12325,reversible,forward
rxn12331,uncertain,forward
rxn12338,reversible,forward
rxn12340,uncertain,forward
rxn12342,uncertain,forward
rxn12343,uncertain,forward
rxn12344,uncertain,forward
rxn12349,uncertain,forward
rxn12350,uncertain,forward
rxn12351,uncertain,forward
rxn12353,reversible,forward
rxn12355,reversible,forward
rxn12359,reversible,forward
rxn12362,forward,reversible
rxn12364,uncertain,reversible
rxn12369,reversible,uncertain
rxn12371,uncertain,reversible
rxn12372,uncertain,reversible
rxn12373,uncertain,reversible
rxn12374,reversible,forward
rxn12381,uncertain,reversible
rxn12385,uncertain,reversible
rxn12386,uncertain,reversible
rxn12387,uncertain,reversible
rxn12388,uncertain,reversible
rxn12389,uncertain,reversible
rxn12390,uncertain,reversible
rxn12392,uncertain,reversible
rxn12394,uncertain,reversible
rxn12397,uncertain,reversible
rxn12399,reversible,uncertain
rxn12403,uncertain,reversible
rxn12404,uncertain,reversible
rxn12406,uncertain,reversible
rxn12412,uncertain,reversible
rxn12413,uncertain,reversible
rxn12414,uncertain,reversible
rxn12415,reversible,forward
rxn12420,uncertain,reversible
rxn12422,uncertain,reversible
rxn12423,uncertain,reversible
rxn12425,reversible,forward
rxn12427,uncertain,forward
rxn12428,reversible,forward
rxn12429,uncertain,forward
rxn12431,uncertain,forward
rxn12432,reversible,forward
rxn12433,uncertain,reversible
rxn12434,reversible,forward
rxn12437,uncertain,reversible
rxn12438,uncertain,reversible
rxn12439,uncertain,forward
rxn12440,uncertain,reversible
rxn12446,uncertain,reversible
rxn12449,uncertain,reversible
rxn12450,uncertain,reversible
rxn12451,uncertain,forward
rxn12455,uncertain,reversible
rxn12457,uncertain,reversible
rxn12458,uncertain,reversible
rxn12459,uncertain,forward
rxn12496,uncertain,forward
rxn12519,uncertain,reversible
rxn12521,uncertain,reversible
rxn12523,reversible,uncertain
rxn12524,reversible,forward
rxn12525,forward,reversible
rxn12528,forward,reversible
rxn12531,uncertain,reversible
rxn12536,forward,reversible
rxn12537,reversible,forward
rxn12538,reversible,uncertain
rxn12539,uncertain,reversible
rxn12542,forward,uncertain
rxn12543,forward,uncertain
rxn12544,forward,reversible
rxn12545,uncertain,reversible
rxn12546,reversible,uncertain
rxn12548,reversible,uncertain
rxn12553,uncertain,reversible
rxn12556,uncertain,reversible
rxn12558,forward,uncertain
rxn12559,uncertain,reversible
rxn12563,uncertain,reversible
rxn12564,forward,reversible
rxn12568,reversible,uncertain
rxn12570,forward,reversible
rxn12571,forward,reversible
rxn12572,uncertain,reversible
rxn12573,uncertain,reversible
rxn12574,forward,reversible
rxn12575,forward,reversible
rxn12578,reversible,forward
rxn12581,forward,uncertain
rxn12584,forward,uncertain
rxn12586,reversible,uncertain
rxn12589,forward,reversible
rxn12590,uncertain,reversible
rxn12594,forward,uncertain
rxn12595,forward,reversible
rxn12600,forward,reversible
rxn12606,uncertain,reversible
rxn12607,reversible,uncertain
rxn12608,reversible,uncertain
rxn12610,forward,reversible
rxn12612,reversible,uncertain
rxn12613,uncertain,reversible
rxn12616,reversible,forward
rxn12617,uncertain,forward
rxn12618,uncertain,reversible
rxn12619,reversible,forward
rxn12620,forward,reversible
rxn12623,reversible,uncertain
rxn12628,reversible,uncertain
rxn12629,forward,reversible
rxn12632,reversible,uncertain
rxn12647,reversible,uncertain
rxn12661,reversible,forward
rxn12674,reversible,forward
rxn12677,uncertain,forward
rxn12678,reversible,forward
rxn12679,reversible,forward
rxn12682,uncertain,forward
rxn12741,reversible,forward
rxn12742,reversible,forward
rxn12766,uncertain,forward
rxn12773,uncertain,reversible
rxn12800,reversible,uncertain
rxn12822,reversible,reverse
rxn12860,forward,uncertain
rxn12861,forward,uncertain
rxn12863,forward,uncertain
rxn13071,forward,reverse
rxn13072,forward,reverse
rxn13127,reversible,forward
rxn13128,uncertain,forward
rxn13141,forward,reversible
rxn13149,reverse,uncertain
rxn13150,uncertain,forward
rxn13200,uncertain,forward
rxn13211,reversible,forward
rxn13225,forward,reversible
rxn13321,reversible,uncertain
rxn13339,reversible,uncertain
rxn13363,uncertain,forward
rxn13366,uncertain,reversible
rxn13369,reversible,forward
rxn13410,reversible,forward
rxn13421,reversible,reverse
rxn13463,forward,uncertain
rxn13464,forward,uncertain
rxn13466,forward,uncertain
rxn13467,forward,uncertain
rxn13468,forward,uncertain
rxn13469,forward,reverse
rxn13470,reversible,uncertain
rxn13471,forward,reverse
rxn13480,reversible,forward
rxn13483,reversible,forward
rxn13486,reversible,uncertain
rxn13488,reversible,forward
rxn13533,reversible,forward
rxn13534,reversible,forward
rxn13535,reversible,forward
rxn13536,reversible,forward
rxn13542,forward,uncertain
rxn13554,uncertain,forward
rxn13555,uncertain,forward
rxn13556,uncertain,forward
rxn13558,uncertain,forward
rxn13660,forward,reversible
rxn13662,reversible,forward
rxn13692,uncertain,forward
rxn13702,forward,reversible
rxn13706,reversible,forward
rxn13709,reversible,forward
rxn13715,reversible,forward
rxn13716,forward,reversible
rxn13718,reversible,forward
rxn13719,reversible,forward
rxn13720,reversible,forward
rxn13759,reversible,uncertain
rxn13775,forward,reversible
rxn13778,reversible,uncertain
rxn13790,forward,reverse
rxn13806,reversible,forward
rxn13811,reversible,uncertain
rxn13834,reversible,forward
rxn13837,uncertain,reversible
rxn13840,reversible,forward
rxn13846,reversible,forward
rxn13924,reversible,uncertain
rxn13926,uncertain,forward
rxn13954,reversible,forward
rxn13974,reverse,forward
rxn13978,reversible,forward
rxn13980,reversible,forward
rxn14017,reversible,forward
rxn14019,reversible,forward
rxn14023,forward,uncertain
rxn14039,reversible,forward
rxn14043,uncertain,forward
rxn14049,reversible,forward
rxn14057,reverse,reversible
rxn14069,forward,uncertain
rxn14074,reversible,forward
rxn14077,reversible,forward
rxn14087,reversible,uncertain
rxn14092,reversible,reverse
rxn14099,reversible,reverse
rxn14101,reversible,forward
rxn14103,uncertain,forward
rxn14104,reversible,reverse
rxn14117,reversible,forward
rxn14120,reversible,reverse
rxn14131,reversible,forward
rxn14145,reversible,forward
rxn14153,reversible,forward
rxn14174,reversible,forward
rxn14176,forward,reversible
rxn14194,reversible,forward
rxn14211,reversible,forward
rxn14213,forward,reverse
rxn14218,reversible,forward
rxn14222,forward,reversible
rxn14224,forward,reverse
rxn14226,reversible,reverse
rxn14242,reversible,reverse
rxn14262,reversible,forward
rxn14275,reversible,forward
rxn14287,reversible,forward
rxn14288,reversible,reverse
rxn14291,reversible,reverse
rxn14293,forward,uncertain
rxn14301,reversible,forward
rxn14302,uncertain,reversible
rxn14319,reversible,forward
rxn14335,reversible,forward
rxn14355,reversible,forward
rxn14372,reversible,forward
rxn14379,reversible,reverse
rxn14380,reversible,forward
rxn14383,reversible,reverse
rxn14397,forward,reversible
rxn14398,reversible,forward
rxn14414,forward,reversible
rxn15466,reversible,reverse
rxn15543,uncertain,forward
rxn15545,reverse,reversible
rxn15748,reversible,forward
rxn15929,reversible,forward
rxn15930,reversible,forward
rxn15940,uncertain,reverse
rxn15947,reversible,forward
rxn15962,reverse,reversible
rxn16142,reverse,reversible
rxn16371,forward,uncertain
rxn16511,reversible,forward
rxn16565,reverse,forward
rxn16592,reverse,forward
rxn16593,reverse,forward
rxn16594,reverse,forward
rxn16619,forward,reverse
rxn16680,reversible,forward
rxn16806,forward,uncertain
rxn16823,reversible,forward
rxn17211,reversible,forward
rxn17275,reverse,forward
rxn19256,reversible,forward
rxn20804,reversible,forward
rxn20806,forward,reversible
rxn20984,uncertain,forward
rxn21857,reversible,forward
rxn21858,reversible,forward
rxn21862,reversible,forward
rxn22316,reverse,forward
rxn23589,reversible,forward
rxn23789,reversible,forward
rxn24594,uncertain,forward
rxn24609,reversible,forward
rxn24610,reversible,forward
rxn24611,reversible,forward
rxn24612,reversible,forward
rxn24613,reversible,forward
rxn24614,reverse,reversible
rxn24830,reverse,forward
rxn26459,forward,uncertain
rxn26477,reverse,forward
rxn30282,uncertain,forward
rxn31759,reversible,uncertain
rxn33011,reversible,uncertain
rxn39451,reversible,uncertain
rxn39452,reversible,uncertain
rxn39679,reverse,forward
rxn39985,reversible,forward
rxn40203,reversible,forward
rxn40355,forward,reversible
rxn40752,reversible,uncertain
rxn42163,reverse,forward
rxn42976,reversible,forward
rxn43076,reverse,reversible
rxn43657,forward,reversible
rxn45223,forward,reverse
rxn45543,reversible,forward
rxn45700,reversible,uncertain
rxn46396,reverse,uncertain
rxn46549,uncertain,forward
rxn46694,forward,uncertain
