rxn_id	Jankowski_2008	Flamholz_2012	Beber_2022	LLM_Opus_4.8
rxn07101	=	=	=	>
rxn07102	>	=	=	>
rxn07103	NA	NA	NA	=
rxn07104	NA	NA	NA	>
rxn07105	NA	NA	NA	>
rxn07106	NA	NA	NA	>
rxn07107	NA	NA	NA	>
rxn07108	NA	NA	NA	>
rxn07109	NA	NA	NA	>
rxn07110	NA	NA	NA	>
rxn07111	NA	=	=	>
rxn07112	NA	=	=	>
rxn07113	NA	>	>	>
rxn07114	NA	<	NA	?
rxn07115	>	NA	>	>
rxn07116	NA	NA	>	>
rxn07117	<	NA	NA	>
rxn07118	>	>	>	>
rxn07119	NA	NA	=	>
rxn07120	NA	NA	NA	>
rxn07121	<	NA	NA	>
rxn07122	NA	NA	>	>
rxn07123	NA	NA	NA	>
rxn07124	>	>	NA	>
rxn07125	NA	NA	NA	>
rxn07126	NA	NA	NA	>
rxn07127	NA	NA	NA	>
rxn07128	NA	NA	NA	>
rxn07129	NA	NA	NA	=
rxn07130	NA	NA	NA	=
rxn07131	NA	NA	NA	>
rxn07132	NA	NA	NA	>
rxn07133	NA	NA	NA	>
rxn07134	NA	NA	NA	>
rxn07135	NA	NA	NA	>
rxn07136	NA	NA	NA	>
rxn07137	NA	NA	NA	>
rxn07138	NA	NA	NA	>
rxn07139	>	NA	>	>
rxn07140	=	NA	<	>
rxn07141	=	NA	>	?
rxn07142	<	NA	NA	?
rxn07143	>	NA	>	>
rxn07144	<	NA	NA	>
rxn07145	<	NA	NA	>
rxn07146	<	<	NA	>
rxn07147	<	<	NA	>
rxn07148	=	>	>	>
rxn07149	=	=	=	?
rxn07150	NA	NA	NA	>
rxn07151	NA	NA	NA	>
rxn07152	NA	NA	NA	>
rxn07153	NA	NA	NA	>
rxn07154	NA	NA	NA	>
rxn07155	NA	NA	NA	>
rxn07156	NA	NA	=	>
rxn07157	NA	NA	NA	>
rxn07158	NA	NA	=	>
rxn07159	NA	NA	NA	>
rxn07160	>	>	>	>
rxn07161	NA	NA	=	>
rxn07162	NA	NA	NA	>
rxn07163	NA	NA	=	>
rxn07164	NA	NA	NA	>
rxn07165	=	>	NA	>
rxn07166	NA	NA	NA	>
rxn07167	NA	NA	NA	>
rxn07168	=	=	=	>
rxn07169	NA	NA	=	>
rxn07170	=	<	NA	>
rxn07171	>	>	NA	>
rxn07172	NA	NA	NA	>
rxn07173	NA	NA	NA	>
rxn07174	NA	NA	NA	>
rxn07175	>	>	NA	?
rxn07176	>	>	NA	>
rxn07177	NA	NA	>	>
rxn07178	>	NA	NA	>
rxn07179	NA	NA	NA	>
rxn07180	NA	NA	NA	>
rxn07181	NA	NA	>	>
rxn07182	<	NA	NA	>
rxn07183	<	NA	NA	>
rxn07184	NA	NA	=	>
rxn07185	NA	NA	NA	>
rxn07186	NA	NA	NA	>
rxn07187	NA	NA	NA	>
rxn07188	NA	NA	NA	=
rxn07189	NA	NA	NA	=
rxn07190	NA	NA	NA	>
rxn07191	NA	NA	NA	>
rxn07193	NA	NA	NA	>
rxn07194	NA	NA	NA	<
rxn07195	NA	NA	NA	<
rxn07196	NA	NA	NA	>
rxn07197	NA	NA	NA	>
rxn07198	NA	NA	NA	>
rxn07199	NA	NA	NA	>
rxn07200	=	=	=	=
rxn07201	NA	NA	NA	=
rxn07202	NA	NA	NA	>
rxn07203	NA	NA	NA	>
rxn07204	NA	NA	NA	>
rxn07205	NA	NA	NA	>
rxn07206	NA	NA	NA	>
rxn07207	NA	NA	NA	?
rxn07208	NA	NA	NA	?
rxn07209	NA	NA	NA	?
rxn07210	NA	NA	NA	=
rxn07212	NA	NA	NA	>
rxn07213	NA	NA	NA	>
rxn07214	NA	NA	NA	>
rxn07215	NA	NA	NA	>
rxn07216	NA	NA	NA	>
rxn07217	=	NA	>	>
rxn07218	>	>	>	>
rxn07219	=	>	>	>
rxn07220	NA	NA	NA	>
rxn07221	NA	NA	NA	>
rxn07222	NA	NA	NA	>
rxn07223	NA	NA	NA	>
rxn07224	NA	NA	=	>
rxn07225	NA	NA	=	=
rxn07226	NA	NA	NA	>
rxn07227	NA	NA	NA	=
rxn07228	NA	NA	NA	>
rxn07229	NA	NA	NA	>
rxn07230	NA	NA	NA	>
rxn07231	NA	NA	NA	>
rxn07232	NA	NA	NA	>
rxn07233	NA	NA	NA	>
rxn07234	NA	NA	NA	=
rxn07235	NA	NA	NA	>
rxn07236	NA	NA	NA	=
rxn07237	NA	NA	NA	=
rxn07238	NA	NA	NA	=
rxn07239	NA	NA	NA	>
rxn07240	NA	NA	NA	>
rxn07241	NA	NA	NA	>
rxn07242	NA	NA	=	=
rxn07243	NA	NA	NA	>
rxn07244	NA	NA	=	=
rxn07245	NA	NA	=	=
rxn07246	NA	NA	NA	?
rxn07247	NA	NA	NA	?
rxn07248	NA	NA	NA	?
rxn07249	NA	NA	NA	?
rxn07250	>	>	>	>
rxn07251	=	NA	>	>
rxn07252	>	NA	>	>
rxn07253	NA	NA	NA	?
rxn07254	NA	NA	NA	=
rxn07255	NA	NA	NA	>
rxn07256	NA	NA	NA	>
rxn07257	NA	NA	NA	>
rxn07258	NA	NA	NA	>
rxn07259	NA	NA	NA	>
rxn07260	NA	NA	NA	>
rxn07261	NA	NA	NA	>
rxn07262	NA	NA	NA	>
rxn07263	NA	NA	NA	?
rxn07264	NA	NA	NA	>
rxn07265	NA	NA	NA	>
rxn07266	NA	NA	NA	>
rxn07267	NA	NA	NA	>
rxn07268	NA	NA	NA	>
rxn07269	NA	NA	NA	>
rxn07270	NA	NA	>	>
rxn07271	=	=	=	?
rxn07272	=	=	=	>
rxn07273	=	=	=	>
rxn07274	>	>	>	>
rxn07275	NA	NA	NA	>
rxn07276	NA	NA	NA	>
rxn07277	=	>	NA	=
rxn07278	>	>	>	>
rxn07279	=	>	NA	>
rxn07280	=	=	=	>
rxn07281	>	>	NA	>
rxn07282	=	>	NA	=
rxn07283	>	>	NA	>
rxn07284	=	>	NA	?
rxn07285	>	>	>	>
rxn07286	>	>	>	>
rxn07287	>	>	>	>
rxn07288	>	>	>	>
rxn07289	>	>	>	>
rxn07290	>	>	>	>
rxn07291	NA	NA	NA	>
rxn07292	NA	NA	NA	>
rxn07293	NA	NA	=	>
rxn07294	NA	NA	NA	?
rxn07295	>	NA	NA	>
rxn07296	NA	NA	NA	>
rxn07297	NA	NA	NA	>
rxn07298	=	<	NA	>
rxn07299	NA	NA	NA	>
rxn07300	=	>	NA	>
rxn07301	=	<	NA	>
rxn07302	NA	NA	NA	>
rxn07303	>	>	NA	>
rxn07304	=	<	NA	>
rxn07305	=	<	NA	>
rxn07306	>	>	NA	>
rxn07307	=	NA	<	>
rxn07308	<	NA	>	>
rxn07309	NA	NA	NA	>
rxn07310	NA	NA	NA	=
rxn07312	NA	NA	>	>
rxn07313	NA	NA	NA	>
rxn07314	=	=	=	>
rxn07315	=	=	=	>
rxn07316	=	NA	NA	>
rxn07317	=	NA	NA	>
rxn07318	NA	NA	NA	>
rxn07319	NA	NA	NA	>
rxn07320	=	=	NA	>
rxn07321	=	NA	NA	>
rxn07322	=	NA	NA	>
rxn07323	=	<	NA	>
rxn07324	=	>	>	>
rxn07325	=	=	=	>
rxn07326	<	<	NA	>
rxn07327	=	>	NA	>
rxn07328	=	NA	=	>
rxn07329	=	<	NA	>
rxn07330	=	<	NA	>
rxn07331	>	>	>	>
rxn07332	>	NA	=	>
rxn07333	>	>	>	>
rxn07334	>	>	>	>
rxn07335	>	NA	=	>
rxn07336	=	NA	=	>
rxn07337	=	<	<	<
rxn07338	=	<	NA	>
rxn07339	=	<	NA	?
rxn07340	>	>	NA	?
rxn07341	<	<	<	>
rxn07342	<	<	<	>
rxn07343	=	=	=	>
rxn07344	NA	NA	>	>
rxn07345	>	>	>	>
rxn07346	>	=	=	>
rxn07347	=	=	=	>
rxn07348	=	=	NA	>
rxn07349	=	<	<	>
rxn07350	=	=	=	>
rxn07351	<	<	NA	?
rxn07352	=	NA	=	>
rxn07353	=	=	=	>
rxn07354	<	<	<	>
rxn07355	=	NA	=	>
rxn07356	>	>	>	>
rxn07357	>	>	>	>
rxn07358	=	NA	=	>
rxn07359	=	=	=	>
rxn07360	=	NA	=	>
rxn07361	>	>	NA	>
rxn07362	>	>	NA	>
rxn07363	=	NA	=	>
rxn07364	<	NA	NA	>
rxn07365	<	NA	<	>
rxn07366	=	NA	=	>
rxn07367	=	=	=	>
rxn07368	>	>	>	>
rxn07369	>	>	>	>
rxn07370	=	=	=	>
rxn07371	>	>	>	>
rxn07372	>	>	NA	>
rxn07373	>	>	NA	>
rxn07374	=	=	=	>
rxn07375	>	>	NA	>
rxn07376	NA	NA	NA	>
rxn07377	>	>	NA	>
rxn07378	NA	NA	NA	>
rxn07379	>	>	NA	>
rxn07380	>	>	NA	>
rxn07381	>	>	NA	>
rxn07382	<	<	NA	=
rxn07383	>	>	NA	>
rxn07384	>	<	NA	>
rxn07385	>	>	NA	>
rxn07386	>	>	NA	>
rxn07387	>	>	NA	>
rxn07388	>	>	NA	>
rxn07389	>	>	NA	>
rxn07390	>	>	NA	>
rxn07391	>	>	NA	>
rxn07392	>	>	NA	>
rxn07394	>	>	NA	>
rxn07395	>	>	NA	>
rxn07397	>	>	NA	>
rxn07399	>	>	NA	?
rxn07400	>	>	NA	>
rxn07402	>	>	NA	>
rxn07403	>	>	NA	>
rxn07404	>	>	NA	>
rxn07405	=	=	=	>
rxn07406	=	=	=	>
rxn07407	>	NA	<	>
rxn07408	=	<	NA	>
rxn07409	NA	NA	NA	?
rxn07410	NA	NA	NA	>
rxn07411	NA	NA	NA	>
rxn07412	NA	NA	NA	>
rxn07413	=	>	>	>
rxn07414	=	=	=	>
rxn07415	=	=	=	>
rxn07416	>	<	NA	?
rxn07417	>	<	NA	?
rxn07418	>	<	NA	?
rxn07419	>	=	NA	?
rxn07420	>	=	NA	?
rxn07421	>	=	NA	?
rxn07422	>	<	NA	>
rxn07423	>	<	NA	>
rxn07424	>	<	NA	>
rxn07425	>	<	NA	?
rxn07426	>	<	NA	?
rxn07427	>	<	NA	?
rxn07428	NA	NA	=	>
rxn07429	>	NA	>	>
rxn07430	=	=	=	>
rxn07431	=	NA	=	>
rxn07432	=	=	=	>
rxn07433	NA	NA	NA	>
rxn07434	=	=	=	>
rxn07435	NA	NA	NA	>
rxn07436	<	NA	NA	<
rxn07437	NA	NA	=	>
rxn07438	NA	NA	NA	<
rxn07439	NA	NA	=	<
rxn07440	NA	>	NA	>
rxn07441	>	>	>	=
rxn07443	NA	NA	NA	>
rxn07444	=	<	<	>
rxn07445	>	>	>	>
rxn07446	>	NA	>	>
rxn07447	>	>	>	>
rxn07448	>	>	>	>
rxn07449	=	NA	<	>
rxn07450	=	NA	<	>
rxn07451	NA	NA	NA	>
rxn07452	=	NA	<	>
rxn07453	NA	NA	NA	>
rxn07454	>	NA	>	>
rxn07455	NA	NA	=	=
rxn07456	=	=	=	>
rxn07457	NA	NA	NA	>
rxn07458	NA	NA	NA	>
rxn07459	NA	NA	NA	>
rxn07461	NA	NA	NA	>
rxn07462	NA	>	>	>
rxn07463	NA	>	>	>
rxn07464	NA	>	>	>
rxn07465	>	>	>	>
rxn07466	=	=	=	>
rxn07467	<	<	NA	>
rxn07468	>	=	NA	>
rxn07469	>	>	NA	>
rxn07470	>	>	NA	>
rxn07471	>	<	NA	>
rxn07472	>	>	>	>
rxn07473	=	=	=	>
rxn07474	=	=	=	=
rxn07475	=	=	=	>
rxn07476	=	NA	<	>
rxn07477	=	>	>	>
rxn07478	>	NA	NA	>
rxn07479	>	=	=	>
rxn07480	>	>	>	>
rxn07481	=	=	>	>
rxn07482	=	=	>	>
rxn07483	NA	NA	NA	>
rxn07484	NA	NA	>	>
rxn07485	NA	NA	>	>
rxn07486	NA	NA	NA	=
rxn07487	=	=	=	=
rxn07488	=	=	=	?
rxn07489	=	>	>	>
rxn07490	=	=	=	>
rxn07491	=	=	=	<
rxn07492	>	NA	=	>
rxn07493	=	=	=	>
rxn07494	NA	NA	NA	>
rxn07495	=	>	>	>
rxn07496	>	NA	NA	>
rxn07497	>	NA	NA	>
rxn07498	>	>	>	>
rxn07499	>	>	NA	>
rxn07500	>	NA	NA	>
rxn07501	<	<	NA	>
rxn07502	>	>	NA	?
rxn07503	<	=	NA	=
rxn07504	>	NA	NA	?
rxn07505	>	NA	>	>
rxn07506	>	>	NA	=
rxn07507	<	NA	NA	>
rxn07508	<	<	NA	>
rxn07509	>	>	NA	>
rxn07510	<	<	NA	>
rxn07511	NA	NA	NA	?
rxn07512	>	NA	NA	>
rxn07513	>	NA	NA	>
rxn07514	>	>	NA	>
rxn07515	>	>	>	>
rxn07516	>	>	>	>
rxn07517	=	=	=	>
rxn07518	>	>	>	>
rxn07519	=	>	>	>
rxn07520	NA	NA	NA	>
rxn07521	>	NA	<	>
rxn07522	>	>	>	>
rxn07523	>	>	>	>
rxn07524	>	>	>	>
rxn07525	>	>	>	>
rxn07526	>	NA	NA	>
rxn07527	=	=	=	>
rxn07528	>	NA	>	>
rxn07529	>	>	>	>
rxn07530	>	NA	<	>
rxn07531	<	<	NA	>
rxn07532	=	=	=	>
rxn07533	=	=	=	>
rxn07534	=	=	=	>
rxn07535	=	=	=	>
rxn07536	<	<	NA	>
rxn07537	>	NA	<	>
rxn07538	=	NA	<	>
rxn07539	<	<	<	>
rxn07540	>	NA	NA	>
rxn07541	NA	NA	>	>
rxn07542	=	NA	>	>
rxn07543	=	=	=	>
rxn07544	>	NA	>	>
rxn07545	=	=	=	>
rxn07546	<	<	NA	>
rxn07547	<	<	NA	>
rxn07548	=	NA	NA	>
rxn07549	>	=	NA	?
rxn07550	>	NA	<	>
rxn07551	<	NA	NA	>
rxn07552	>	NA	=	>
rxn07553	<	NA	NA	?
rxn07554	=	>	=	>
rxn07555	=	=	=	>
rxn07556	<	<	NA	>
rxn07557	<	<	NA	>
rxn07558	=	NA	NA	?
rxn07559	>	>	NA	>
rxn07560	>	NA	NA	>
rxn07561	>	NA	NA	>
rxn07562	=	NA	>	>
rxn07563	>	NA	NA	>
rxn07564	<	<	NA	>
rxn07565	>	NA	NA	?
rxn07566	=	NA	<	>
rxn07567	=	>	=	>
rxn07568	=	=	=	>
rxn07569	<	<	NA	>
rxn07570	<	<	NA	>
rxn07571	=	=	=	>
rxn07572	=	=	=	>
rxn07573	=	=	=	>
rxn07574	=	=	=	>
rxn07575	=	>	>	>
rxn07576	NA	NA	NA	>
rxn07577	NA	NA	NA	>
rxn07578	NA	NA	NA	>
rxn07579	NA	NA	NA	>
rxn07580	NA	NA	=	>
rxn07581	NA	NA	NA	>
rxn07582	NA	NA	NA	>
rxn07583	NA	NA	=	>
rxn07584	=	NA	<	>
rxn07585	NA	NA	NA	>
rxn07586	NA	NA	=	>
rxn07587	NA	NA	>	>
rxn07588	NA	NA	NA	>
rxn07589	NA	NA	NA	>
rxn07590	>	>	>	>
rxn07591	>	>	>	>
rxn07592	>	>	>	>
rxn07593	NA	NA	>	>
rxn07594	=	NA	<	?
rxn07595	NA	NA	=	>
rxn07596	=	>	>	>
rxn07597	<	<	NA	>
rxn07598	>	>	NA	>
rxn07599	NA	NA	NA	>
rxn07600	>	>	NA	>
rxn07601	NA	NA	NA	>
rxn07602	>	NA	>	>
rxn07603	NA	NA	NA	=
rxn07604	=	NA	>	>
rxn07605	=	NA	>	>
rxn07606	>	>	NA	>
rxn07607	>	>	NA	>
rxn07608	>	>	>	>
rxn07609	>	>	>	>
rxn07610	>	>	NA	?
rxn07611	>	NA	NA	>
rxn07613	>	>	NA	?
rxn07614	>	>	NA	?
rxn07615	NA	NA	NA	?
rxn07616	>	NA	NA	?
rxn07617	>	>	NA	>
rxn07618	>	NA	>	>
rxn07619	=	NA	=	>
rxn07620	=	NA	<	=
rxn07621	NA	NA	>	>
rxn07622	>	<	<	>
rxn07623	=	=	=	=
rxn07624	=	>	>	=
rxn07625	>	>	NA	>
rxn07626	=	>	>	>
rxn07627	NA	NA	<	>
rxn07628	NA	NA	<	>
rxn07629	NA	NA	NA	>
rxn07630	=	=	=	=
rxn07631	>	NA	>	?
rxn07632	>	>	NA	>
rxn07633	>	>	NA	>
rxn07634	>	NA	NA	>
rxn07635	>	>	NA	>
rxn07636	>	>	NA	>
rxn07637	>	>	NA	>
rxn07638	>	>	NA	?
rxn07639	>	>	>	?
rxn07640	>	>	NA	>
rxn07643	>	>	NA	>
rxn07644	=	NA	<	>
rxn07645	=	NA	<	>
rxn07646	>	>	>	?
rxn07647	>	>	NA	>
rxn07648	>	>	NA	?
rxn07649	NA	NA	NA	>
rxn07650	NA	NA	NA	>
rxn07651	NA	NA	NA	>
rxn07652	>	>	NA	?
rxn07653	=	NA	=	>
rxn07654	>	NA	=	>
rxn07655	=	NA	=	>
rxn07656	>	>	>	>
rxn07657	=	NA	=	>
rxn07658	>	NA	=	>
rxn07659	>	NA	=	>
rxn07660	>	NA	=	>
rxn07661	=	NA	=	>
rxn07662	=	=	=	>
rxn07663	NA	=	=	>
rxn07664	NA	>	>	>
rxn07665	NA	>	>	>
rxn07666	NA	=	=	>
rxn07667	NA	=	=	>
rxn07668	NA	=	=	>
rxn07669	NA	=	=	>
rxn07670	NA	NA	>	>
rxn07671	=	>	>	>
rxn07672	NA	=	=	>
rxn07673	NA	=	=	>
rxn07674	NA	=	=	>
rxn07675	NA	=	=	>
rxn07676	NA	=	=	>
rxn07677	>	NA	=	>
rxn07678	=	NA	<	>
rxn07679	=	NA	=	=
rxn07680	=	NA	=	=
rxn07681	=	NA	=	>
rxn07682	=	NA	<	>
rxn07683	=	NA	=	=
rxn07684	=	NA	=	=
rxn07685	=	NA	=	<
rxn07686	=	NA	<	>
rxn07687	=	NA	=	=
rxn07688	=	NA	=	>
rxn07689	=	NA	=	=
rxn07690	NA	>	NA	>
rxn07691	NA	<	NA	>
rxn07692	=	NA	>	>
rxn07693	NA	=	=	>
rxn07694	NA	>	NA	>
rxn07695	NA	<	NA	>
rxn07696	NA	<	NA	>
rxn07697	NA	<	NA	>
rxn07698	NA	NA	NA	>
rxn07699	NA	>	NA	>
rxn07700	NA	=	=	>
rxn07701	NA	>	>	>
rxn07702	NA	>	>	>
rxn07703	NA	>	>	>
rxn07704	NA	>	>	>
rxn07705	NA	>	NA	>
rxn07706	<	<	NA	>
rxn07707	>	NA	=	>
rxn07708	<	=	=	>
rxn07709	=	NA	=	>
rxn07710	=	NA	=	>
rxn07711	=	NA	=	>
rxn07712	=	NA	=	>
rxn07713	NA	>	>	>
rxn07714	NA	>	NA	>
rxn07715	NA	>	NA	>
rxn07716	NA	=	=	>
rxn07717	NA	NA	>	>
rxn07718	NA	=	=	>
rxn07719	NA	=	=	>
rxn07720	NA	=	=	>
rxn07721	NA	=	=	>
rxn07722	NA	=	=	>
rxn07723	NA	NA	NA	>
rxn07724	=	<	<	>
rxn07725	=	=	=	>
rxn07726	=	=	=	=
rxn07727	=	=	=	>
rxn07728	NA	=	=	>
rxn07729	>	>	>	>
rxn07730	>	NA	NA	>
rxn07731	<	NA	NA	>
rxn07732	>	>	>	>
rxn07733	>	>	NA	>
rxn07734	NA	=	=	>
rxn07735	>	>	NA	>
rxn07736	NA	NA	NA	>
rxn07737	=	<	<	=
rxn07738	>	>	NA	>
rxn07739	>	>	>	>
rxn07740	=	<	<	>
rxn07741	=	=	=	>
rxn07742	=	=	=	=
rxn07743	=	=	=	>
rxn07744	>	>	>	>
rxn07745	>	>	>	>
rxn07746	>	>	>	>
rxn07747	>	>	>	>
rxn07748	>	>	>	>
rxn07749	>	>	>	>
rxn07750	>	>	>	>
rxn07751	>	>	>	>
rxn07752	>	>	>	>
rxn07753	>	>	>	>
rxn07754	>	>	>	>
rxn07755	>	>	>	>
rxn07756	>	>	>	>
rxn07757	>	>	>	>
rxn07758	>	>	>	>
rxn07759	>	>	>	>
rxn07760	>	>	>	>
rxn07761	>	>	>	>
rxn07762	>	>	>	>
rxn07763	>	>	>	>
rxn07764	>	>	>	>
rxn07765	>	>	>	>
rxn07766	>	>	>	>
rxn07767	>	>	>	>
rxn07768	>	>	>	>
rxn07769	>	>	>	>
rxn07770	>	>	NA	>
rxn07771	>	>	NA	>
rxn07772	>	>	NA	?
rxn07773	>	>	>	>
rxn07774	=	<	<	>
rxn07775	=	=	=	>
rxn07776	=	=	=	=
rxn07777	=	>	>	>
rxn07778	=	>	>	>
rxn07779	=	>	>	>
rxn07780	>	>	>	>
rxn07781	>	>	>	>
rxn07782	>	>	>	>
rxn07783	>	>	>	>
rxn07784	>	>	NA	>
rxn07785	>	>	>	<
rxn07786	>	>	>	>
rxn07787	>	NA	>	>
rxn07788	=	=	=	?
rxn07789	=	NA	=	<
rxn07790	>	>	NA	?
rxn07791	>	NA	NA	?
rxn07792	>	>	>	>
rxn07793	>	NA	>	>
rxn07794	<	<	NA	>
rxn07795	>	>	>	>
rxn07796	>	NA	NA	?
rxn07797	>	>	NA	>
rxn07798	>	>	>	>
rxn07799	>	>	>	>
rxn07800	>	>	>	>
rxn07801	>	>	NA	>
rxn07802	<	<	NA	>
rxn07803	=	NA	=	>
rxn07804	NA	NA	>	>
rxn07805	NA	NA	>	>
rxn07806	NA	NA	>	>
rxn07807	NA	NA	>	>
rxn07808	NA	NA	>	>
rxn07809	NA	NA	>	>
rxn07810	NA	NA	NA	>
rxn07811	=	>	>	>
rxn07812	=	=	=	>
rxn07813	>	>	NA	>
rxn07814	>	>	>	>
rxn07815	>	>	NA	?
rxn07816	>	>	NA	>
rxn07817	NA	NA	NA	>
rxn07818	>	>	NA	>
rxn07819	<	<	NA	>
rxn07820	NA	NA	NA	>
rxn07821	<	<	NA	>
rxn07822	>	NA	>	>
rxn07823	NA	NA	NA	>
rxn07824	NA	NA	NA	>
rxn07825	<	NA	NA	>
rxn07826	NA	=	=	>
rxn07827	NA	NA	NA	>
rxn07828	NA	NA	NA	>
rxn07829	NA	NA	NA	>
rxn07830	>	>	NA	>
rxn07831	<	<	NA	?
rxn07832	NA	NA	>	>
rxn07833	NA	NA	>	>
rxn07834	NA	NA	>	>
rxn07835	NA	NA	>	>
rxn07836	NA	NA	>	>
rxn07837	NA	NA	>	>
rxn07838	NA	NA	>	>
rxn07839	NA	NA	NA	>
rxn07840	>	>	>	>
rxn07841	>	>	>	>
rxn07842	>	>	>	>
rxn07843	=	>	NA	>
rxn07844	NA	NA	NA	>
rxn07845	NA	NA	>	>
rxn07846	NA	<	=	>
rxn07847	=	=	=	=
rxn07848	=	NA	>	=
rxn07849	=	>	>	=
rxn07850	>	>	>	>
rxn07851	>	>	>	>
rxn07852	>	>	>	>
rxn07853	NA	NA	NA	>
rxn07854	NA	NA	NA	>
rxn07855	=	=	NA	>
rxn07856	=	=	NA	>
rxn07857	=	=	NA	>
rxn07858	=	>	>	>
rxn07859	NA	NA	NA	>
rxn07860	=	>	>	>
rxn07861	=	=	=	>
rxn07862	=	=	=	>
rxn07863	=	NA	=	>
rxn07864	=	=	=	>
rxn07865	=	NA	=	>
rxn07866	NA	NA	=	>
rxn07867	NA	NA	NA	>
rxn07868	=	>	>	>
rxn07869	=	=	=	>
rxn07870	>	NA	>	>
rxn07871	>	NA	>	>
rxn07872	=	=	=	=
rxn07873	=	=	=	=
rxn07874	=	=	=	=
rxn07875	=	>	>	>
rxn07876	=	>	>	>
rxn07877	>	NA	=	>
rxn07878	NA	NA	NA	>
rxn07879	=	=	=	=
rxn07880	=	NA	=	>
rxn07881	=	NA	<	>
rxn07882	=	NA	=	=
rxn07883	=	NA	=	=
rxn07884	=	NA	=	=
rxn07885	=	>	>	>
rxn07886	=	<	<	>
rxn07887	=	=	=	?
rxn07888	=	=	=	=
rxn07889	NA	NA	>	>
rxn07890	NA	NA	>	>
rxn07891	NA	NA	NA	>
rxn07892	NA	NA	>	>
rxn07893	NA	NA	>	>
rxn07894	NA	NA	>	>
rxn07895	NA	NA	>	>
rxn07896	NA	NA	>	>
rxn07897	NA	NA	>	>
rxn07898	NA	NA	>	>
rxn07899	NA	NA	>	>
rxn07900	NA	NA	>	>
rxn07901	NA	NA	>	>
rxn07902	NA	NA	>	>
rxn07903	NA	NA	>	>
rxn07904	NA	=	=	>
rxn07905	>	=	=	>
rxn07906	NA	NA	>	>
rxn07907	NA	NA	=	=
rxn07908	NA	NA	>	>
rxn07909	NA	NA	>	>
rxn07910	NA	NA	NA	>
rxn07911	NA	NA	NA	>
rxn07912	NA	NA	NA	=
rxn07913	NA	NA	NA	=
rxn07914	NA	NA	NA	=
rxn07915	NA	NA	NA	=
rxn07916	NA	NA	NA	=
rxn07917	NA	NA	NA	=
rxn07918	NA	NA	NA	=
rxn07919	=	NA	NA	=
rxn07920	=	NA	NA	=
rxn07921	=	NA	NA	=
rxn07922	=	NA	NA	=
rxn07923	NA	NA	>	>
rxn07924	NA	NA	NA	>
rxn07925	=	NA	NA	=
rxn07926	=	NA	NA	=
rxn07927	=	NA	NA	=
rxn07928	=	NA	NA	=
rxn07929	=	NA	NA	>
rxn07930	=	NA	NA	=
rxn07931	=	NA	NA	=
rxn07932	NA	NA	NA	=
rxn07933	NA	NA	NA	=
rxn07934	NA	NA	NA	=
rxn07935	NA	NA	NA	=
rxn07936	NA	NA	NA	=
rxn07937	NA	NA	NA	=
rxn07938	NA	NA	NA	=
rxn07939	NA	NA	NA	=
rxn07940	NA	NA	NA	=
rxn07941	NA	NA	NA	=
rxn07942	NA	NA	NA	=
rxn07943	NA	NA	NA	=
rxn07944	NA	NA	NA	=
rxn07945	NA	NA	NA	=
rxn07946	NA	NA	NA	>
rxn07947	NA	NA	NA	>
rxn07948	NA	NA	NA	>
rxn07949	NA	NA	=	>
rxn07950	NA	NA	NA	>
rxn07951	NA	NA	=	>
rxn07952	NA	NA	NA	>
rxn07953	NA	NA	NA	=
rxn07954	NA	NA	NA	=
rxn07955	NA	NA	NA	=
rxn07956	NA	NA	NA	=
rxn07957	NA	NA	NA	=
rxn07958	NA	NA	NA	=
rxn07959	NA	NA	NA	=
rxn07960	NA	NA	NA	>
rxn07961	NA	NA	=	>
rxn07962	NA	NA	NA	>
rxn07963	NA	NA	=	>
rxn07964	NA	NA	NA	>
rxn07965	NA	NA	=	>
rxn07966	NA	NA	NA	>
rxn07967	=	=	=	=
rxn07969	NA	NA	NA	>
rxn07970	NA	NA	NA	=
rxn07971	>	>	>	>
rxn07972	=	NA	NA	=
rxn07973	=	NA	NA	=
rxn07974	=	NA	NA	=
rxn07975	=	NA	NA	=
rxn07976	NA	NA	NA	>
rxn07977	NA	NA	NA	>
rxn07978	NA	NA	NA	>
rxn07979	NA	NA	NA	>
rxn07980	NA	NA	NA	>
rxn07981	NA	NA	NA	>
rxn07987	NA	NA	NA	>
rxn07989	NA	NA	NA	>
rxn07991	NA	NA	NA	>
rxn07992	NA	NA	NA	>
rxn07993	NA	NA	NA	>
rxn07994	NA	NA	NA	>
rxn07997	NA	NA	NA	>
rxn07998	NA	NA	NA	>
rxn08000	NA	NA	NA	>
rxn08001	NA	NA	NA	>
rxn08002	NA	NA	NA	>
rxn08003	NA	NA	>	>
rxn08004	NA	NA	NA	=
rxn08005	=	NA	NA	=
rxn08006	=	NA	NA	=
rxn08007	NA	NA	NA	>
rxn08008	=	>	>	>
rxn08009	=	NA	NA	=
rxn08011	=	NA	NA	=
rxn08012	=	NA	NA	=
rxn08013	=	>	>	>
rxn08014	NA	NA	NA	>
rxn08015	NA	NA	NA	>
rxn08016	NA	NA	NA	>
rxn08017	NA	NA	NA	>
rxn08018	NA	NA	NA	>
rxn08019	NA	NA	NA	>
rxn08020	NA	NA	NA	>
rxn08021	NA	NA	NA	>
rxn08022	NA	NA	NA	>
rxn08023	=	=	=	>
rxn08024	NA	NA	NA	>
rxn08025	=	=	=	>
