model_id,n_metabolites,n_reactions,n_genes,biomass_rxn,n_exchanges_total,n_exchanges_open,status,growth_flux,grows,error
GCF_000023645.1,153,154,221,DM_atp_c0,24,17,optimal,7.25,True,
GCF_000023665.1,180,212,273,DM_atp_c0,32,21,optimal,17.125,True,
GCF_000024025.1,161,181,304,DM_atp_c0,27,20,optimal,14.35227272727273,True,
GCF_000024045.1,138,143,137,DM_atp_c0,24,17,optimal,2.738636363636364,True,
GCF_000024065.1,148,164,148,DM_atp_c0,26,19,optimal,14.687499999999996,True,
GCF_000024085.1,148,141,138,DM_atp_c0,24,17,optimal,5.222222222222223,True,
GCF_000024265.1,133,131,166,DM_atp_c0,26,17,optimal,5.0,True,
GCF_000024285.1,149,162,152,DM_atp_c0,24,17,optimal,4.8333333333333295,True,
GCF_000024325.1,138,144,140,DM_atp_c0,28,19,optimal,5.874999999999998,True,
GCF_000024345.1,153,169,223,DM_atp_c0,25,18,optimal,9.715909090909104,True,
GCF_000024445.1,122,115,92,DM_atp_c0,23,16,optimal,3.4999999999999987,True,
GCF_000024465.1,149,152,144,DM_atp_c0,21,14,optimal,0.6249999999999998,True,
GCF_000024505.1,114,97,71,DM_atp_c0,19,12,optimal,0.0,False,
GCF_000024545.1,157,171,218,DM_atp_c0,26,19,optimal,9.524999999999988,True,
GCF_000024365.1,166,192,277,DM_atp_c0,28,21,optimal,16.625000000000007,True,
GCF_000024385.1,157,167,221,DM_atp_c0,25,18,optimal,12.421874999999986,True,
GCF_000024405.1,132,126,170,DM_atp_c0,23,16,optimal,2.9999999999999996,True,
GCF_000024425.1,141,137,128,DM_atp_c0,20,13,optimal,0.0,False,
GCF_000024565.1,105,97,64,DM_atp_c0,22,15,optimal,3.0000000000000004,True,
GCF_000024585.1,148,172,152,DM_atp_c0,26,19,optimal,12.249999999999991,True,
GCF_000024605.1,109,107,105,DM_atp_c0,22,15,optimal,0.9999999999999981,True,
GCF_000024625.1,107,90,92,DM_atp_c0,20,13,optimal,1.0000000000000002,True,
GCF_000024965.1,154,171,165,DM_atp_c0,26,19,optimal,14.68749999999984,True,
GCF_000024985.1,142,145,155,DM_atp_c0,23,16,optimal,0.49999999999999883,True,
GCF_000025005.1,144,146,130,DM_atp_c0,23,16,optimal,4.75,True,
GCF_000025025.1,98,87,83,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000024725.1,162,158,195,DM_atp_c0,23,16,optimal,6.450000000000001,True,
GCF_000024745.1,137,124,121,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000024765.1,137,140,120,DM_atp_c0,25,18,optimal,6.170454545454542,True,
GCF_000024785.1,160,182,226,DM_atp_c0,27,20,optimal,12.124999999999998,True,
GCF_000024645.1,176,205,247,DM_atp_c0,28,21,optimal,17.124999999999996,True,
GCF_000024665.1,130,121,101,DM_atp_c0,25,18,optimal,1.0000000000000002,True,
GCF_000024685.1,155,168,189,DM_atp_c0,25,18,optimal,7.238636363636367,True,
GCF_000024705.1,160,181,187,DM_atp_c0,27,20,optimal,13.125000000000012,True,
GCF_000025365.1,92,82,49,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000025385.1,92,83,50,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000025405.2,173,197,224,DM_atp_c0,29,22,optimal,17.125000000000007,True,
GCF_000025425.1,128,130,109,DM_atp_c0,26,19,optimal,4.999999999999996,True,
GCF_000025125.1,106,88,58,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000025145.1,148,173,154,DM_atp_c0,26,19,optimal,12.249999999999995,True,
GCF_000025165.1,179,212,275,DM_atp_c0,32,21,optimal,17.124999999999996,True,
GCF_000025185.1,160,158,156,DM_atp_c0,23,16,optimal,5.749999999999997,True,
GCF_000025545.1,142,143,134,DM_atp_c0,26,19,optimal,7.5,True,
GCF_000025565.1,173,206,272,DM_atp_c0,31,22,optimal,15.874999999999993,True,
GCF_000025585.1,98,87,82,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000025605.1,118,115,117,DM_atp_c0,24,17,optimal,1.3750000000000004,True,
GCF_000025205.1,101,96,64,DM_atp_c0,23,16,optimal,3.4999999999999987,True,
GCF_000025225.2,103,91,62,DM_atp_c0,22,15,optimal,1.0,True,
GCF_000025245.1,110,104,82,DM_atp_c0,22,15,optimal,1.0,True,
GCF_000025265.1,161,170,279,DM_atp_c0,26,19,optimal,10.125000000000002,True,
GCF_000024885.1,129,139,120,DM_atp_c0,28,19,optimal,3.7499999999999956,True,
GCF_000024905.1,113,108,88,DM_atp_c0,24,17,optimal,3.999999999999999,True,
GCF_000024925.1,154,169,157,DM_atp_c0,27,20,optimal,15.937500000000025,True,
GCF_000024945.1,132,132,105,DM_atp_c0,27,20,optimal,8.75,True,
GCF_000025285.1,107,90,72,DM_atp_c0,20,13,optimal,0.0,False,
GCF_000025305.1,125,124,100,DM_atp_c0,24,17,optimal,3.000000000000001,True,
GCF_000025325.1,149,152,210,DM_atp_c0,25,18,optimal,0.0,False,
GCF_000025345.1,158,181,219,DM_atp_c0,28,21,optimal,13.500000000000009,True,
GCF_000025045.1,138,135,121,DM_atp_c0,25,18,optimal,7.999999999999998,True,
GCF_000025065.1,177,204,236,DM_atp_c0,29,20,optimal,17.124999999999993,True,
GCF_000025085.1,148,173,149,DM_atp_c0,26,19,optimal,14.471153846153836,True,
GCF_000025105.1,120,113,109,DM_atp_c0,23,16,optimal,0.0,False,
GCF_000024805.1,154,158,194,DM_atp_c0,24,17,optimal,1.5000000000000007,True,
GCF_000024825.1,173,201,234,DM_atp_c0,30,21,optimal,14.99999999999999,True,
GCF_000024845.1,150,156,144,DM_atp_c0,25,18,optimal,5.009615384615385,True,
GCF_000024865.1,160,176,289,DM_atp_c0,27,20,optimal,14.41477272727271,True,
GCF_000025625.1,134,133,155,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000025645.1,126,117,107,DM_atp_c0,23,16,optimal,3.9999999999999973,True,
GCF_000025665.1,111,99,67,DM_atp_c0,23,16,optimal,1.0,True,
GCF_000025685.1,154,162,160,DM_atp_c0,29,18,optimal,0.0,False,
GCF_000025465.1,174,208,298,DM_atp_c0,31,22,optimal,17.12499999999999,True,
GCF_000025485.1,151,166,183,DM_atp_c0,28,17,optimal,12.437499999999993,True,
GCF_000025505.1,138,124,115,DM_atp_c0,24,15,optimal,0.0,False,
GCF_000025525.1,113,97,99,DM_atp_c0,22,15,optimal,1.5000000000000007,True,
GCF_000025805.1,165,195,231,DM_atp_c0,29,22,optimal,11.249999999999993,True,
GCF_000025825.1,169,200,246,DM_atp_c0,29,22,optimal,11.249999999999988,True,
GCF_000025845.1,93,88,52,DM_atp_c0,21,14,optimal,3.000000000000002,True,
GCF_000025865.1,114,98,98,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000026665.1,114,106,94,DM_atp_c0,23,16,optimal,3.9999999999999973,True,
GCF_000026685.1,136,138,107,DM_atp_c0,22,15,optimal,0.1666666666666675,True,
GCF_000026705.1,136,141,159,DM_atp_c0,25,18,optimal,7.9999999999999964,True,
GCF_000026725.1,119,111,88,DM_atp_c0,23,16,optimal,3.9999999999999982,True,
GCF_000025705.1,150,156,177,DM_atp_c0,26,19,optimal,6.784090909090913,True,
GCF_000025725.1,152,156,169,DM_atp_c0,29,18,optimal,10.812500000000004,True,
GCF_000025745.1,180,212,293,DM_atp_c0,32,21,optimal,17.124999999999996,True,
GCF_000025765.1,136,150,171,DM_atp_c0,28,19,optimal,7.951388888888887,True,
GCF_000026745.1,119,111,90,DM_atp_c0,23,16,optimal,3.9999999999999982,True,
GCF_000026905.1,112,98,47,DM_atp_c0,24,17,optimal,0.0,False,
GCF_000026925.1,112,99,49,DM_atp_c0,24,17,optimal,0.0,False,
GCF_000026965.1,138,140,124,DM_atp_c0,23,16,optimal,6.250000000000002,True,
GCF_000026565.1,173,204,264,DM_atp_c0,32,21,optimal,17.124999999999993,True,
GCF_000026585.1,110,104,96,DM_atp_c0,22,15,optimal,3.0000000000000013,True,
GCF_000026605.1,113,108,99,DM_atp_c0,24,17,optimal,4.0000000000000036,True,
GCF_000026645.1,168,203,262,DM_atp_c0,28,21,optimal,14.437499999999988,True,
GCF_000025965.1,165,182,248,DM_atp_c0,28,19,optimal,8.375000000000007,True,
GCF_000025985.1,139,139,137,DM_atp_c0,26,19,optimal,6.399999999999996,True,
GCF_000026005.1,116,98,73,DM_atp_c0,19,12,optimal,0.0,False,
GCF_000026025.1,112,99,48,DM_atp_c0,24,17,optimal,0.0,False,
GCF_000026045.1,134,124,118,DM_atp_c0,23,16,optimal,0.0,False,
GCF_000026065.1,121,121,95,DM_atp_c0,23,16,optimal,3.999999999999999,True,
GCF_000026085.1,159,165,168,DM_atp_c0,24,17,optimal,4.666666666666672,True,
GCF_000026105.1,164,194,224,DM_atp_c0,28,21,optimal,9.62499999999998,True,
GCF_000026125.1,156,174,170,DM_atp_c0,27,20,optimal,8.375000000000004,True,
GCF_000026145.1,165,196,255,DM_atp_c0,28,21,optimal,13.437499999999993,True,
GCF_000026185.1,171,193,189,DM_atp_c0,28,21,optimal,17.125000000000004,True,
GCF_000026205.1,87,66,24,DM_atp_c0,20,13,optimal,0.0,False,
GCF_000027325.1,93,82,46,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000027345.1,93,82,46,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000039765.1,170,195,215,DM_atp_c0,30,21,optimal,14.999999999999998,True,
GCF_000043285.1,108,98,74,DM_atp_c0,20,13,optimal,5.750000000000002,True,
GCF_000025885.1,118,110,119,DM_atp_c0,23,16,optimal,1.0,True,
GCF_000025905.1,154,155,147,DM_atp_c0,26,19,optimal,10.824999999999998,True,
GCF_000025925.1,122,112,105,DM_atp_c0,25,18,optimal,5.625000000000002,True,
GCF_000025945.1,134,133,169,DM_atp_c0,24,17,optimal,6.907407407407406,True,
GCF_000027125.1,179,213,277,DM_atp_c0,32,21,optimal,17.124999999999993,True,
GCF_000027145.1,136,141,145,DM_atp_c0,25,18,optimal,7.9999999999999964,True,
GCF_000027165.1,109,100,79,DM_atp_c0,23,16,optimal,4.000000000000001,True,
GCF_000027185.1,117,110,91,DM_atp_c0,23,16,optimal,2.999999999999998,True,
GCF_000026485.1,130,131,150,DM_atp_c0,24,17,optimal,7.9999999999999964,True,
GCF_000026505.1,128,134,147,DM_atp_c0,23,16,optimal,7.999999999999998,True,
GCF_000026525.1,126,130,145,DM_atp_c0,23,16,optimal,7.999999999999993,True,
GCF_000026545.1,178,210,284,DM_atp_c0,32,21,optimal,17.124999999999996,True,
GCF_000027205.1,160,175,173,DM_atp_c0,26,19,optimal,8.375,True,
GCF_000027225.1,160,171,166,DM_atp_c0,24,17,optimal,9.99999999999999,True,
GCF_000027265.1,161,177,172,DM_atp_c0,26,19,optimal,7.166666666666666,True,
GCF_000027305.1,147,157,120,DM_atp_c0,31,20,optimal,9.750000000000004,True,
GCF_000048645.1,149,151,134,DM_atp_c0,24,17,optimal,7.1875,True,
GCF_000048665.1,147,150,130,DM_atp_c0,24,17,optimal,7.1875,True,
GCF_000050405.1,116,98,72,DM_atp_c0,19,12,optimal,0.0,False,
GCF_000050425.1,116,98,72,DM_atp_c0,19,12,optimal,0.0,False,
GCF_000027025.1,177,209,282,DM_atp_c0,32,21,optimal,17.12499999999999,True,
GCF_000027045.1,148,174,153,DM_atp_c0,26,19,optimal,12.249999999999995,True,
GCF_000027065.2,174,207,241,DM_atp_c0,31,22,optimal,17.12499999999999,True,
GCF_000027085.1,174,204,287,DM_atp_c0,33,22,optimal,17.124999999999993,True,
GCF_000026225.1,176,210,282,DM_atp_c0,32,21,optimal,17.125,True,
GCF_000026245.1,178,213,277,DM_atp_c0,32,21,optimal,17.124999999999993,True,
GCF_000026265.1,179,213,275,DM_atp_c0,32,21,optimal,17.124999999999996,True,
GCF_000026285.1,180,212,296,DM_atp_c0,32,21,optimal,17.124999999999996,True,
GCF_000063525.1,132,123,100,DM_atp_c0,25,18,optimal,0.0,False,
GCF_000063545.1,94,79,55,DM_atp_c0,19,12,optimal,0.0,False,
GCF_000063585.1,132,131,142,DM_atp_c0,25,18,optimal,4.0,True,
GCF_000063605.1,93,86,51,DM_atp_c0,21,14,optimal,1.0000000000000004,True,
GCF_000046685.1,116,110,86,DM_atp_c0,22,15,optimal,4.031250000000001,True,
GCF_000046705.1,117,118,95,DM_atp_c0,22,15,optimal,5.6875,True,
GCF_000046845.1,163,183,174,DM_atp_c0,27,20,optimal,7.73214285714286,True,
GCF_000047365.1,169,192,206,DM_atp_c0,28,19,optimal,14.874999999999998,True,
GCF_000026325.1,181,214,282,DM_atp_c0,32,21,optimal,17.124999999999996,True,
GCF_000026345.1,180,213,283,DM_atp_c0,32,21,optimal,17.124999999999996,True,
GCF_000026405.1,116,117,90,DM_atp_c0,24,17,optimal,4.499999999999997,True,
GCF_000026445.2,154,177,236,DM_atp_c0,25,18,optimal,6.375000000000006,True,
GCF_000054005.1,158,181,177,DM_atp_c0,25,18,optimal,8.04166666666667,True,
GCF_000055785.1,158,178,202,DM_atp_c0,27,20,optimal,8.441666666666668,True,
GCF_000055945.1,109,97,64,DM_atp_c0,22,15,optimal,2.7499999999999996,True,
GCF_000056065.1,105,99,73,DM_atp_c0,23,16,optimal,1.0000000000000007,True,
GCF_000058485.1,150,163,216,DM_atp_c0,23,16,optimal,5.855769230769228,True,
GCF_000060285.1,134,138,151,DM_atp_c0,24,17,optimal,7.9999999999999964,True,
GCF_000060345.1,138,132,135,DM_atp_c0,22,15,optimal,2.8333333333333313,True,
GCF_000061505.1,165,175,215,DM_atp_c0,29,20,optimal,8.37500000000001,True,
GCF_000068525.2,112,98,49,DM_atp_c0,24,17,optimal,0.0,False,
GCF_000068585.1,112,98,49,DM_atp_c0,24,17,optimal,0.0,False,
GCF_000069025.1,136,136,116,DM_atp_c0,26,15,optimal,0.0,False,
GCF_000069185.1,157,175,222,DM_atp_c0,26,19,optimal,9.017857142857139,True,
GCF_000062885.1,163,187,291,DM_atp_c0,29,22,optimal,13.750000000000028,True,
GCF_000063445.1,132,111,144,DM_atp_c0,22,15,optimal,1.4444444444444446,True,
GCF_000063485.1,148,154,131,DM_atp_c0,26,19,optimal,8.166666666666657,True,
GCF_000063505.1,132,127,107,DM_atp_c0,25,18,optimal,0.49999999999999956,True,
GCF_000069225.1,148,151,116,DM_atp_c0,26,19,optimal,7.708333333333332,True,
GCF_000069245.1,164,184,183,DM_atp_c0,27,20,optimal,7.732142857142857,True,
GCF_000069925.1,90,70,25,DM_atp_c0,19,12,optimal,0.0,False,
GCF_000069945.1,144,142,113,DM_atp_c0,24,15,optimal,3.687500000000001,True,
GCF_000083545.1,174,194,214,DM_atp_c0,27,20,optimal,8.625000000000005,True,
GCF_000083565.1,139,140,123,DM_atp_c0,23,16,optimal,6.250000000000007,True,
GCF_000085225.1,137,132,164,DM_atp_c0,24,15,optimal,3.0000000000000013,True,
GCF_000085865.1,86,73,31,DM_atp_c0,20,13,optimal,0.0,False,
GCF_000064305.2,129,122,112,DM_atp_c0,21,14,optimal,3.812499999999997,True,
GCF_000067045.1,157,172,183,DM_atp_c0,26,19,optimal,8.249999999999988,True,
GCF_000067165.1,156,170,249,DM_atp_c0,24,17,optimal,10.374999999999995,True,
GCF_000067205.1,157,178,271,DM_atp_c0,28,19,optimal,8.375000000000004,True,
GCF_000087965.2,151,155,147,DM_atp_c0,24,17,optimal,6.9999999999999645,True,
GCF_000089865.1,93,86,53,DM_atp_c0,21,14,optimal,1.0000000000000004,True,
GCF_000090965.1,90,77,46,DM_atp_c0,18,11,optimal,0.0,False,
GCF_000091005.1,177,210,272,DM_atp_c0,32,21,optimal,17.124999999999996,True,
GCF_000091565.1,158,174,173,DM_atp_c0,26,19,optimal,8.374999999999991,True,
GCF_000091645.1,113,104,90,DM_atp_c0,21,14,optimal,2.999999999999996,True,
GCF_000091665.1,107,92,91,DM_atp_c0,20,13,optimal,1.0000000000000002,True,
GCF_000091725.1,143,153,144,DM_atp_c0,29,20,optimal,10.124999999999998,True,
GCF_000091085.2,112,99,48,DM_atp_c0,24,17,optimal,0.0,False,
GCF_000091125.1,156,165,204,DM_atp_c0,25,18,optimal,10.76785714285714,True,
GCF_000091305.1,160,179,287,DM_atp_c0,27,20,optimal,16.37499999999998,True,
GCF_000091325.1,162,179,184,DM_atp_c0,28,19,optimal,12.437500000000005,True,
GCF_000069965.1,170,195,223,DM_atp_c0,29,20,optimal,17.124999999999993,True,
GCF_000070465.1,153,166,166,DM_atp_c0,24,17,optimal,6.187500000000004,True,
GCF_000070605.1,154,169,163,DM_atp_c0,26,19,optimal,9.08653846153846,True,
GCF_000072485.1,157,180,174,DM_atp_c0,27,20,optimal,8.04166666666667,True,
GCF_000091345.1,128,121,96,DM_atp_c0,27,20,optimal,2.500000000000007,True,
GCF_000091405.1,114,112,72,DM_atp_c0,24,17,optimal,4.0,True,
GCF_000091465.1,168,193,221,DM_atp_c0,30,21,optimal,14.999999999999984,True,
GCF_000091545.1,138,146,125,DM_atp_c0,22,15,optimal,0.49999999999999956,True,
GCF_000092185.1,92,82,60,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000092205.1,128,125,122,DM_atp_c0,23,16,optimal,3.3749999999999964,True,
GCF_000092225.1,158,175,199,DM_atp_c0,27,20,optimal,13.232142857142849,True,
GCF_000092245.1,152,162,178,DM_atp_c0,27,20,optimal,7.732142857142866,True,
GCF_000092265.1,152,146,116,DM_atp_c0,26,19,optimal,7.125000000000002,True,
GCF_000092285.1,157,172,183,DM_atp_c0,25,18,optimal,6.625,True,
GCF_000092305.1,111,93,78,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000092325.1,122,116,91,DM_atp_c0,23,16,optimal,3.4999999999999996,True,
GCF_000092665.1,112,99,48,DM_atp_c0,24,17,optimal,0.0,False,
GCF_000092685.1,112,99,49,DM_atp_c0,24,17,optimal,0.0,False,
GCF_000092705.1,112,99,48,DM_atp_c0,24,17,optimal,0.0,False,
GCF_000092725.1,112,99,49,DM_atp_c0,24,17,optimal,0.0,False,
GCF_000091785.1,148,153,144,DM_atp_c0,24,17,optimal,7.187499999999987,True,
GCF_000091905.1,119,111,88,DM_atp_c0,23,16,optimal,3.9999999999999982,True,
GCF_000091985.1,134,134,95,DM_atp_c0,27,20,optimal,4.281250000000003,True,
GCF_000092025.1,155,182,211,DM_atp_c0,25,18,optimal,5.85576923076923,True,
GCF_000092345.1,134,128,133,DM_atp_c0,25,18,optimal,1.0000000000000002,True,
GCF_000092365.1,136,138,106,DM_atp_c0,28,19,optimal,8.875000000000002,True,
GCF_000092385.1,164,189,330,DM_atp_c0,28,21,optimal,14.43749999999994,True,
GCF_000092405.1,124,111,127,DM_atp_c0,20,13,optimal,1.0000000000000002,True,
GCF_000092425.1,150,153,140,DM_atp_c0,24,17,optimal,0.749999999999999,True,
GCF_000092445.1,160,182,191,DM_atp_c0,27,20,optimal,13.124999999999998,True,
GCF_000092465.1,98,87,74,DM_atp_c0,20,13,optimal,0.0,False,
GCF_000092485.1,112,99,50,DM_atp_c0,24,17,optimal,0.0,False,
GCF_000092745.1,112,99,48,DM_atp_c0,24,17,optimal,0.0,False,
GCF_000092765.1,110,104,83,DM_atp_c0,22,15,optimal,1.0,True,
GCF_000092785.1,143,143,99,DM_atp_c0,24,17,optimal,2.8333333333333326,True,
GCF_000092805.1,112,99,50,DM_atp_c0,24,17,optimal,0.0,False,
GCF_000092045.1,158,182,239,DM_atp_c0,24,17,optimal,5.855769230769239,True,
GCF_000092105.1,151,150,150,DM_atp_c0,24,17,optimal,10.375,True,
GCF_000092125.1,153,153,147,DM_atp_c0,23,16,optimal,0.3333333333333332,True,
GCF_000092165.1,164,192,211,DM_atp_c0,29,22,optimal,16.125000000000036,True,
GCF_000092505.1,116,116,92,DM_atp_c0,23,16,optimal,4.500000000000002,True,
GCF_000092525.1,177,208,264,DM_atp_c0,32,21,optimal,17.124999999999996,True,
GCF_000092545.1,147,149,133,DM_atp_c0,24,17,optimal,7.1875,True,
GCF_000092565.1,128,121,130,DM_atp_c0,23,16,optimal,3.0000000000000058,True,
GCF_000092905.1,144,151,188,DM_atp_c0,24,17,optimal,5.321428571428575,True,
GCF_000092925.1,170,195,226,DM_atp_c0,27,20,optimal,13.062500000000004,True,
GCF_000092945.1,122,121,122,DM_atp_c0,21,14,optimal,4.375,True,
GCF_000092965.1,127,120,101,DM_atp_c0,24,17,optimal,3.9999999999999982,True,
GCF_000092825.1,145,159,123,DM_atp_c0,24,17,optimal,6.000000000000006,True,
GCF_000092845.1,129,123,106,DM_atp_c0,23,16,optimal,4.000000000000002,True,
GCF_000092865.1,152,174,169,DM_atp_c0,26,19,optimal,14.687500000000103,True,
GCF_000092885.1,174,196,288,DM_atp_c0,29,20,optimal,13.437499999999998,True,
GCF_000144405.1,110,106,86,DM_atp_c0,22,15,optimal,5.624999999999998,True,
GCF_000144605.1,156,157,156,DM_atp_c0,25,18,optimal,6.09375000000001,True,
GCF_000144625.1,138,132,151,DM_atp_c0,25,18,optimal,3.9999999999999982,True,
GCF_000144645.1,117,110,101,DM_atp_c0,22,15,optimal,2.999999999999999,True,
GCF_000144675.1,146,148,118,DM_atp_c0,24,17,optimal,8.749999999999991,True,
GCF_000144675.2,146,148,119,DM_atp_c0,24,17,optimal,8.749999999999991,True,
GCF_000144695.1,136,125,123,DM_atp_c0,23,16,optimal,0.9999999999999993,True,
GCF_000144915.1,117,101,80,DM_atp_c0,19,12,optimal,0.0,False,
GCF_000143085.1,151,143,167,DM_atp_c0,23,16,optimal,1.000000000000002,True,
GCF_000143145.1,163,176,167,DM_atp_c0,25,18,optimal,8.238636363636367,True,
GCF_000143165.1,105,95,84,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000143205.1,135,128,113,DM_atp_c0,25,18,optimal,7.9999999999999964,True,
GCF_000092585.1,92,83,49,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000092605.1,161,173,173,DM_atp_c0,26,19,optimal,11.01785714285715,True,
GCF_000092625.1,147,150,134,DM_atp_c0,24,17,optimal,7.1875,True,
GCF_000092645.1,151,155,172,DM_atp_c0,23,16,optimal,5.892857142857144,True,
GCF_000143885.2,155,177,266,DM_atp_c0,26,19,optimal,12.017857142857135,True,
GCF_000143945.1,93,82,45,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000143965.1,151,150,180,DM_atp_c0,23,16,optimal,3.9999999999999964,True,
GCF_000143985.1,135,132,167,DM_atp_c0,24,17,optimal,4.000000000000005,True,
GCF_000143705.2,146,148,119,DM_atp_c0,24,17,optimal,8.749999999999991,True,
GCF_000143725.1,138,132,108,DM_atp_c0,25,18,optimal,3.750000000000001,True,
GCF_000143845.1,133,126,92,DM_atp_c0,24,17,optimal,4.499999999999998,True,
GCF_000143865.1,96,89,57,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000093085.1,154,180,181,DM_atp_c0,29,20,optimal,12.125000000000012,True,
GCF_000093125.2,137,142,163,DM_atp_c0,25,18,optimal,7.999999999999998,True,
GCF_000093165.1,105,91,58,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000093185.1,128,120,96,DM_atp_c0,27,20,optimal,2.5000000000000058,True,
GCF_000092985.1,161,176,223,DM_atp_c0,27,20,optimal,12.421875000000007,True,
GCF_000093005.1,112,99,50,DM_atp_c0,24,17,optimal,0.0,False,
GCF_000093025.1,148,148,143,DM_atp_c0,25,18,optimal,6.44318181818182,True,
GCF_000093065.1,110,99,48,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000145595.1,148,173,152,DM_atp_c0,26,19,optimal,12.249999999999995,True,
GCF_000145615.1,133,125,117,DM_atp_c0,23,16,optimal,3.999999999999996,True,
GCF_000145705.1,95,83,46,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000146025.2,103,90,62,DM_atp_c0,21,14,optimal,0.9999999999999998,True,
GCF_000145235.1,153,166,212,DM_atp_c0,25,18,optimal,10.50961538461538,True,
GCF_000145255.1,144,147,150,DM_atp_c0,24,17,optimal,7.500000000000003,True,
GCF_000145275.1,148,144,130,DM_atp_c0,26,19,optimal,5.250000000000002,True,
GCF_000145295.1,106,87,99,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000144935.2,145,147,117,DM_atp_c0,24,17,optimal,8.749999999999991,True,
GCF_000144955.1,148,173,154,DM_atp_c0,26,19,optimal,12.249999999999991,True,
GCF_000145035.1,126,116,118,DM_atp_c0,23,16,optimal,1.0,True,
GCF_000145215.1,121,109,83,DM_atp_c0,23,16,optimal,0.9999999999999998,True,
GCF_000143225.1,163,185,204,DM_atp_c0,27,20,optimal,8.375000000000004,True,
GCF_000143435.1,124,125,98,DM_atp_c0,24,17,optimal,8.0,True,
GCF_000143605.1,166,192,218,DM_atp_c0,29,22,optimal,16.12499999999999,True,
GCF_000143685.1,137,136,157,DM_atp_c0,26,19,optimal,6.4166666666666625,True,
GCF_000146065.2,111,102,65,DM_atp_c0,22,15,optimal,1.0,True,
GCF_000146165.2,164,182,205,DM_atp_c0,30,19,optimal,12.125000000000004,True,
GCF_000146185.1,128,120,118,DM_atp_c0,23,16,optimal,2.999999999999999,True,
GCF_000146305.1,161,186,223,DM_atp_c0,31,20,optimal,12.625,True,
GCF_000148665.1,127,118,95,DM_atp_c0,26,19,optimal,2.500000000000005,True,
GCF_000148685.1,176,198,279,DM_atp_c0,28,21,optimal,14.812499999999996,True,
GCF_000148705.1,130,133,112,DM_atp_c0,28,19,optimal,4.999999999999996,True,
GCF_000148815.2,127,132,131,DM_atp_c0,25,18,optimal,8.500000000000002,True,
GCF_000146505.1,130,121,102,DM_atp_c0,25,18,optimal,1.0000000000000002,True,
GCF_000146565.1,165,185,181,DM_atp_c0,29,22,optimal,10.500000000000005,True,
GCF_000146975.1,114,106,96,DM_atp_c0,23,16,optimal,3.9999999999999973,True,
GCF_000147055.1,171,196,233,DM_atp_c0,27,20,optimal,17.124999999999993,True,
GCF_000147075.1,128,117,86,DM_atp_c0,23,16,optimal,2.500000000000004,True,
GCF_000147095.1,114,107,98,DM_atp_c0,23,16,optimal,3.9999999999999973,True,
GCF_000147335.1,144,151,165,DM_atp_c0,25,18,optimal,11.249999999999996,True,
GCF_000147355.1,126,124,136,DM_atp_c0,25,18,optimal,7.374999999999998,True,
GCF_000152165.1,139,138,124,DM_atp_c0,23,16,optimal,5.25,True,
GCF_000152245.2,134,123,157,DM_atp_c0,25,18,optimal,2.999999999999997,True,
GCF_000152265.2,131,116,103,DM_atp_c0,20,13,optimal,0.0,False,
GCF_000152825.2,141,139,130,DM_atp_c0,24,17,optimal,3.875000000000002,True,
GCF_000148935.1,171,200,224,DM_atp_c0,28,21,optimal,17.624999999999986,True,
GCF_000151105.2,110,100,91,DM_atp_c0,21,14,optimal,0.9999999999999999,True,
GCF_000151205.2,102,92,81,DM_atp_c0,21,14,optimal,1.0,True,
GCF_000152065.3,146,148,119,DM_atp_c0,24,17,optimal,8.749999999999991,True,
GCF_000152925.2,141,139,115,DM_atp_c0,22,15,optimal,2.4999999999999964,True,
GCF_000152945.2,144,138,110,DM_atp_c0,23,16,optimal,3.0000000000000004,True,
GCF_000153165.2,153,160,156,DM_atp_c0,25,18,optimal,6.0,True,
GCF_000153405.2,160,170,143,DM_atp_c0,28,19,optimal,11.88636363636365,True,
GCF_000147875.1,116,98,128,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000148365.1,179,212,293,DM_atp_c0,32,21,optimal,17.124999999999993,True,
GCF_000148385.1,146,140,124,DM_atp_c0,24,15,optimal,0.0,False,
GCF_000148405.1,129,123,100,DM_atp_c0,23,16,optimal,4.75,True,
GCF_000147695.2,134,131,125,DM_atp_c0,25,18,optimal,7.750000000000003,True,
